0236777,_0347144,_0868373
0162304,_0818106,0234571
_1199935,0299902,0161592
0481826,_0042750,_0932016
0816470,_1302701,0463398
_0656816,0493571,0728733
0193871,0051140,_0610598
0722781,_1117971,0192659
_0778486,0458356,0661473
0230848,0043446,_0702202
0795911,_1143921,0228803
_0762896,0440666,0714501
0158028,_0003597,_0691018
0681366,_1102499,0157371
_0773212,0466381,0629854
0269410,0058027,_0698438
0823372,_1164298,0266163
_0758261,0441608,0733442
0140788,_0004239,_0687660
0676904,_1091332,0140324
_0776349,0456566,0626383
0261719,0038332,_0700679
0782005,_1164963,0258742
_0751573,0465415,0704703
0195460,0043528,_0682789
0777728,_1121119,0194218
_0772835,0429932,0701662
0157662,_0020652,_0698167
0650320,_1101042,0157010
_0776010,0483114,0605442
0310934,0096792,_0700437
0909304,_1173201,0305948
_0774193,0400808,0789077
0036209,_0079772,_0699139
0521315,_1004804,0036201
_0812890,0432488,0498021
0356286,0007383,_0726277
0734308,_1229361,0348796
_0709728,0528745,0670074
0287158,0163068,_0651628
1003870,_1108083,0283228
_0869958,0293716,0843556
_0173743,_0220110,_0764302
0288858,_0747643,_0172870
_0823067,0056847,0284858
_0140209,_0480639,_0733234
_0148463,_0301027,_0139750
_0484886,_0647825,_0147918
_0848134,0313403,_0466108
1081216,_0199970,_0750048
0237332,_1530592,0882530
_0594927,0684042,0235110
0771799,0468435,_0560448
1396938,_0900032,0697425
_1477833,_0210276,0984925
_1246456,_0052739,_0995682
0738197,_0267377,_0947861
0336754,_1257876,0672955
_0984225,0779247,0330425
0683503,0914191,_0832844
1685511,0175929,0631513
_0088824,_1799197,0993427
_0216508,0391512,_0088707
0857138,_0440300,_0214820
_0633581,_1008948,0755972
_1499815,1171627,_0592034
0967527,1784570,_0997482
0157270,_0221155,0823485
_1296975,_0961086,0156622
_0968235,1438944,_0962745
0798950,1526253,_0823886
0502065,0347119,0716624
0001545,_0985433,0481237
_1285374,0732733,0001545
0996199,0949838,_0959543
1721774,0069080,0839411
_0465550,_1885675,0988625
_0085833,0427842,_0448914
1266862,_0450754,_0085728
_0773348,_1191253,0954167
_1357619,1451460,_0698535
0473391,1698927,_0977364
0340910,0248491,0455907
0077302,_1042947,0334345
_1055261,0771006,0077225
0918406,0931531,_0870029
1672945,0076578,0794635
_0427049,_1868164,0994787
_0114095,0445922,_0414187
1254547,_0394064,_0113848
_0674779,_1303542,0950408
_1130528,1424340,_0624724
0503441,1619847,_0904637
0415666,0379117,0482442
0276010,_0871729,0403799
_1328925,0342113,0272519
0464275,0086426,_0970892
1143996,_1275247,0447775
_0675877,0322147,0910295
_0211528,_0283606,_0625582
0029596,_0634719,_0209954
_0778979,_0047661,0029592
_0134505,_0508324,_0702554
_0206688,_0241990,_0134100
_0382329,_0698089,_0205220
_0797522,0371193,_0373082
1090283,_0124560,_0715628
0363004,_1605376,0886758
_0437010,0491432,0355084
0542740,_0087525,_0423232
0216955,_1322976,0516484
_0691424,0856765,0215257
0734121,0923623,_0637635
1484611,0164534,0669935
_0177729,_1743179,0996288
_0302195,0573907,_0176794
1134897,0019875,_0297617
0307380,_1671409,0906491
_0331992,0407404,0302563
0491603,_0334572,_0325927
_0362558,_1001447,0472040
_1248616,0993101,_0354667
1098573,1471659,_0948547
0690363,0252148,0890559
_0316350,_1251914,0636817
_0961879,1199242,_0311100
0724591,1559525,_0820268
0436240,0343497,0662830
0044527,_0951172,0422534
_1269802,0645758,0044512
0954245,0733195,_0955042
1873206,_0371938,0815877
_1305260,_1556887,0954622
_0469186,1551350,_0964952
0618094,1109360,_0452160
1046733,0511205,0579483
0388981,_0951773,0865793
_1700340,0425620,0379246
0533068,0382399,_0991621
1721288,_0938053,0508178
_1237804,_0248766,0988698
_1380769,_0102250,_0945069
0556285,_0187520,_0981999
0546237,_1251722,0528035
_0844887,0647372,0519476
0507158,0524303,_0747896
1652655,_0616119,0485695
_1350003,_0952783,0996651
_1678813,1446723,_0975724
0633432,1818088,_0994172
0155349,_0109996,0591915
_0834501,_1065295,0154725
_0830400,1367207,_0740961
0773191,1497644,_0738201
0486255,0397008,0698423
0093418,_0880469,0467318
_1387435,0477890,0093282
0800260,0386292,_0983236
1686881,_1087872,0717537
_1184756,_0011092,0993270
_0891984,_0303436,_0926407
0230538,_0192405,_0778319
0356730,_1041967,0228501
_0948439,0590068,0349212
0648578,0441667,_0812506
1616773,_0886469,0604053
_1379022,_0317072,0998943
_1480419,0063489,_0981668
0931127,_0167630,_0995919
0550423,_1487131,0802293
_0591480,0540408,0523048
0429576,0120296,_0557590
0814318,_1233188,0416486
_0761437,0484579,0727258
0195893,0091763,_0689963
0891620,_1102229,0194643
_0803533,0346988,0778091
_0030782,_0166220,_0719813
0355962,_0899523,_0030777
_0872565,0347679,0348492
0378178,_0126591,_0765981
0476096,_1196406,0369228
_0806938,0668124,0458313
0566250,0553509,_0722173
1646610,_0583664,0536471
_1373036,_1029245,0997128
_1570352,1580408,_0980509
0377281,1618105,_1000000
0522464,0460777,0368394
0499263,_0769075,0499017
_1476042,_0025193,0478778
_0441939,_0179264,_0995514
0586747,_0623287,_0427693
_0570638,_0428387,0553655
_1356025,_0142907,_0540169
0136241,_0168667,_0977025
0606460,_1005617,0135819
_0907675,0382097,0569963
0228061,_0042687,_0788075
0688815,_1142322,0226089
_0766600,0500936,0635623
0299611,0131720,_0693690
0978731,_1142729,0295148
_0818989,0340086,0829790
_0088645,_0169968,_0730456
0358328,_0858324,_0088529
_0851257,0261663,0350709
0225662,_0279061,_0752109
0163396,_0924910,0223751
_1100301,0520243,0162670
0774124,0353940,_0891344
1554755,_1134596,0699090
_1113316,0079831,0999871
_0709598,_0319114,_0897168
0200248,_0269050,_0651529
0082270,_0923578,0198913
_1077319,0570275,0082177
0883755,0460439,_0880691
1675873,_0980067,0773126
_1392146,_0161496,0994485
_1175468,_0137621,_0984084
0557620,_0252747,_0922870
0360078,_1171818,0529168
_1016870,0725151,0352347
0679370,0804035,_0850466
1788045,_0053665,0628303
_0571485,_1909200,0976494
_0040617,0435948,_0540881
1369355,_0463037,_0040606
_0827217,_1208138,0979779
_1340188,1491048,_0736050
0420117,1651282,_0973527
0428807,0374350,0407868
0342717,_0889135,0415786
_1324015,0335268,0336047
0399330,0072155,_0969704
1116367,_1241328,0388801
_0698085,0328564,0898512
_0187018,_0259503,_0642752
0091576,_0686416,_0185930
_0813662,0037553,0091448
_0001888,_0491272,_0726807
_0164604,_0366910,_0001888
_0730544,_0521385,_0163862
_0764087,0158031,_0667275
0978224,_0450679,_0691878
_0215010,_1051772,0829507
_1533231,0972579,_0213357
0989561,1551789,_0999295
0581968,0208695,0835785
_0359116,_1243464,0549669
_0891875,1224123,_0351446
0714927,1533881,_0778250
0451694,0385147,0655563
0116385,_0882489,0436490
_1354660,0467124,0116122
0768633,0349045,_0976733
1628470,_1140435,0695153
_1085456,0060582,0998337
_0756265,_0340734,_0884516
0146888,_0204350,_0686210
0242916,_0974554,0146361
_0963946,0558281,0240534
0728993,0373827,_0821448
1524306,_1071320,0666119
_1203723,0022125,0998919
_0818530,_0293557,_0933382
0264968,_0248882,_0730142
0196345,_0994005,0261879
_1053522,0620450,0195086
0808258,0569450,_0869170
1773938,_0687476,0723085
_1522249,_0814405,0979438
_1745047,1232695,_0998822
1101827,1895570,_0984857
_0016860,_0550559,0892034
_1835582,_0219877,_0016859
_0460978,0068903,_0965149
1099980,_0690844,_0444824
_0603742,_0547864,0891198
_1802889,0145232,_0567727
0725111,_0016888,_0973187
0888443,_1453223,0663219
_0502025,0379087,0776091
_0007356,_0284324,_0481201
_0113496,_0765886,_0007356
_0982189,0359953,_0113253
0825028,_0045309,_0831715
0678605,_1504877,0734567
_0476189,0443237,0627708
0222992,_0169309,_0458395
0086063,_1060991,0221149
_0913514,0789541,0085957
0901096,0900322,_0791656
1635181,0025786,0784008
_0540332,_1871791,0997928
_0103084,0507242,_0514421
1420965,_0264833,_0102901
_0474755,_1597769,0988796
_0544670,1041520,_0457120
1167953,1165933,_0518136
0959604,0264509,0919950
_0284302,_1384524,0818964
_0853101,1159029,_0280488
0780559,1474134,_0753323
0551509,0418642,0703677
0122252,_0876516,0523973
_1447166,0451076,0121948
0747961,0350890,_0992368
1649011,_1125227,0680145
_1098124,0040107,0996943
_0798132,_0340559,_0890355
0147447,_0180850,_0716054
0320500,_1000673,0146914
_0928900,0551569,0315041
0654075,0339313,_0800962
1458457,_1091358,0608425
_1134532,0070275,0993697
_0721008,_0313055,_0906336
0217957,_0272651,_0660142
0083773,_0929631,0216236
_1088069,0580727,0083675
0889097,0490790,_0885732
1712708,_0915504,0776503
_1462296,_0288873,0989947
_1403467,0050125,_0994120
0930562,_0201706,_0986033
0471537,_1450916,0801956
_0677282,0625401,0454256
0550474,0375101,_0626677
1353997,_0962786,0523091
_1270154,_0075547,0976591
_1002936,_0248242,_0955147
0339847,_0216804,_0843054
0367292,_1083511,0333343
_0984454,0636919,0359089
0662243,0574032,_0832970
1759096,_0592281,0614887
_1417568,_1041228,0982324
_1529174,1615301,_0988283
0323388,1546579,_0999134
0672320,0607196,0317780
0673296,_0518397,0622803
_1514168,_0729903,0623566
_1493939,1034313,_0998397
1533746,1634565,_0997048
0291225,_0165230,0999314
_1353211,_1108640,0287126
_0851598,1671965,_0976422
0344066,1130499,_0752334
1316388,0701414,0337317
0715295,_0621757,0967812
_1906582,_0508260,0655840
_1355517,0616097,_0944152
1770123,0697817,_0976917
1707299,_0788427,0980200
_1708702,_0557312,0990698
_1683574,0681151,_0990506
1741078,0972918,_0993647
1548428,_0192397,0985537
_1192787,_1737640,0999750
_0188942,1170498,_0929401
1422936,1078640,_0187820
0817210,0069006,0989089
_0774688,_1492530,0729240
_0488841,1367091,_0699493
0763323,1296192,_0469603
0680412,0523915,0691326
0260190,_0721296,0629113
_1624172,0012632,0257264
_0168739,_0129278,_0998576
0710396,_0841600,_0167940
_0790821,0011186,0652134
_0589737,_0507937,_0710931
_0219510,0043816,_0556142
0651657,_0852140,_0217751
_0734163,0068316,0606505
_0424101,_0526953,_0669966
_0265892,_0014052,_0411502
0377343,_0827446,_0262770
_0700992,0183026,0368452
0046750,_0462675,_0644976
_0215727,_0462190,0046733
_0906550,_0293107,_0214058
_0412397,_0201149,_0787382
0339553,_0618042,_0400807
_0586139,_0287822,0333066
_0923519,_0393384,_0553149
_0261386,_0011976,_0797728
0765871,_0830492,_0258420
_0713852,_0044976,0693165
_0761342,_0546501,_0654750
_0320546,0234499,_0689893
1184804,_0635141,_0315084
_0713986,_0723624,0926425
_1881850,0634120,_0654851
1440616,0910316,_0952012
1667450,_0207216,0991539
_1195076,_1759645,0995333
_0149414,1123728,_0930243
1512969,1013715,_0148859
0883343,_0053741,0998329
_1047262,_1534626,0772865
_0404148,1461655,_0866058
0720885,1176714,_0393236
0858960,0508836,0660049
0293011,_0857896,0757164
_1690229,0302262,0288836
0410660,0148425,_0992876
1303817,_1199430,0399215
_0777445,0224736,0964572
_0428760,_0370448,_0701461
_0048226,_0346362,_0415743
_0284670,_0634885,_0048208
_0941124,0155958,_0280840
0600439,_0354758,_0808221
0067807,_1031326,0565005
_1303656,0760732,0067755
0933751,1023769,_0964530
1638011,0223403,0803857
_0132770,_1730876,0997742
_0325106,0571190,_0132381
1088952,0027962,_0319409
0347621,_1647870,0886142
_0353883,0426328,0340662
0479573,_0281685,_0346542
_0250732,_1081437,0461401
_1117484,1033188,_0248113
0956090,1471626,_0899001
0669861,0324877,0816943
_0118114,_1126017,0620877
_1200554,0995655,_0117840
0892800,1453921,_0932240
0749446,0376071,0778831
0007504,_1078800,0681233
_1344426,0862887,0007504
0928880,1268918,_0974487
1192553,0430560,0800950
0123810,_1200642,0929315
_1364903,0894620,0123494
0804819,1342521,_0978879
1054784,0493124,0720705
0245446,_0997094,0869794
_1653291,0593829,0242989
0787062,0751974,_0996599
1933619,_0235867,0708282
_0981344,_1791316,0934899
_0087946,0947286,_0831245
1682587,0724830,_0087833
1064434,_0698935,0993758
_1891455,_0510719,0874515
_1511168,0618498,_0949028
1738489,0763959,_0998223
1722203,_0622663,0985972
_1712292,_0957546,0988560
_1572170,1583069,_0990006
0378722,1614545,_0999999
0529440,0465990,0369733
0504137,_0761912,0505050
_1484011,_0044875,0483052
_0488346,_0172235,_0996237
0598046,_0601566,_0469165
_0521437,_0487789,0563029
_1436783,_0043513,_0498127
0308731,_0190465,_0991034
0568499,_1094124,0303850
_0931935,0524494,0538368
0426923,0277425,_0802775
1371486,_1055195,0414072
_1045954,0059853,0980203
_0749053,_0360750,_0865403
0097938,_0171877,_0680946
0304779,_0977657,0097782
_0911312,0523956,0300083
0644837,0265103,_0790308
1319662,_1206558,0601068
_0931810,0221710,0968631
_0415446,_0289030,_0802700
0186791,_0496561,_0403598
_0494420,_0477274,0185706
_1058290,_0083676,_0474521
0239892,_0344492,_0871518
0169558,_0824907,0237598
_1198848,0310266,0168747
0493565,_0026246,_0931621
0851960,_1313309,0473768
_0640785,0472862,0752573
0147784,_0004779,_0597825
0585913,_1095845,0147247
_0776742,0515895,0552960
0392636,0171825,_0700960
1066449,_1166543,0382626
_0847364,0314282,0875490
_0170749,_0198922,_0749538
0316534,_0774670,_0169920
_0818157,0102334,0311274
_0064984,_0462153,_0729887
_0130374,_0390725,_0064938
_0702851,_0497480,_0130005
_0773514,0087055,_0646396
0804738,_0495841,_0698654
_0238762,_0857343,0720649
_1656346,0644972,_0236500
1171074,0876848,_0996343
1796299,_0158650,0921169
_1007713,_1846413,0974682
_0046183,0832868,_0845613
1802299,0467744,_0046167
0899283,_1341997,0973323
_1036559,0441062,0782881
0128522,0145370,_0860657
1179249,_1021695,0128168
_0865294,0097056,0924320
_0645375,_0439064,_0761286
_0100284,_0075521,_0601498
0432578,_0918070,_0100116
_0785969,0335721,0419212
0287614,_0196340,_0707510
0276347,_1074190,0283665
_0952554,0683482,0272843
0748935,0670295,_0814898
1770603,_0409818,0680859
_1287257,_1456911,0980105
_0712169,1664014,_0960071
0362540,1066626,_0653477
1328909,0619210,0354650
0684856,_0826379,0970888
_1890066,_0007100,0632562
_0450802,_0057850,_0949465
0802460,_0701289,_0435688
_0589994,_0365325,0719068
_1426055,_0257002,_0556356
_0089417,_0011462,_0989543
0963140,_0941524,_0089298
_0776875,0071265,0820988
_0616647,_0501262,_0701055
_0224775,0044714,_0578303
0675596,_0848518,_0222887
_0732532,0046440,0625362
_0490757,_0535282,_0668754
_0277769,0046820,_0471293
0572621,_0813964,_0274211
_0702354,0032313,0541836
_0444995,_0556082,_0646017
_0313370,0067473,_0430453
0577115,_0784304,_0308266
_0683921,_0037560,0545609
_0606220,_0565787,_0631837
_0343825,0189243,_0569766
0974872,_0674484,_0337091
_0690299,_0523957,0827630
_1713611,0140582,_0636768
0781306,_0044813,_0989819
0834270,_1480376,0704207
_0485813,0381858,0740806
0030107,_0288948,_0466928
_0136100,_0783029,0030103
_1013319,0414250,_0135681
0923377,0077342,_0848593
0954956,_1547195,0797643
_0412856,0233364,0816288
_0304206,_0578329,_0401227
_0564534,0031745,_0299536
0361802,_0638259,_0535022
_0461502,_0252835,0353960
_0883570,_0521628,_0445294
_0506604,0244649,_0773009
1275733,_0505056,_0485210
_0490960,_1074203,0956784
_1606409,1175894,_0471473
0849467,1824401,_0999366
0122900,_0249035,0750928
_1279234,_0902214,0122591
_1004884,1321267,_0957796
1050716,1605325,_0844100
0320537,0094189,0867779
_0650127,_1180766,0315076
_0779351,1373264,_0605288
0637051,1466151,_0702818
0534511,0510267,0594828
0330696,_0665329,0509420
_1501043,_0167365,0324702
_0625559,_0090350,_0997568
0760690,_0580494,_0585551
_0409136,_0634057,0689422
_1667475,0232783,_0397817
0797986,0039536,_0995330
1025752,_1491132,0715952
_0450189,0267709,0855104
_0274765,_0507297,_0435136
_0475000,_0154012,_0271320
_0072503,_0626915,_0457338
_0529054,_0000266,_0072440
0069978,_0662853,_0504717
_0491815,_0005545,0069921
_0080783,_0685646,_0472227
_0527447,0147665,_0080695
0403401,_0600146,_0503329
_0478689,_0371422,0392548
_1123531,_0313455,_0460616
_0237954,_0056577,_0901633
0770523,_0836510,_0235714
_0731555,_0034492,0696511
_0739518,_0538697,_0668028
_0299903,0203604,_0673932
1108762,_0686379,_0295428
_0736963,_0562955,0895147
_1802978,0259487,_0672042
1029059,0113802,_0973167
1131603,_1582120,0856814
_0365779,0091944,0905095
_0689422,_0739622,_0357677
_0654233,0657830,_0636091
1606360,0440276,_0608551
1303003,_1344726,0999368
_0975609,0242795,0964357
_0363291,_0238455,_0828044
0308861,_0602816,_0355353
_0623567,_0305170,0303973
_0924684,_0343103,_0583935
_0156713,_0106607,_0798431
0560081,_0864945,_0156072
_0781955,0150349,0531255
_0171055,_0447333,_0704668
_0139801,_0354170,_0170222
_0542787,_0561211,_0139346
_0815636,0139961,_0516524
0793482,_0437046,_0728162
_0143744,_0980307,0712800
_1522348,0818514,_0143249
1079336,1241876,_0998827
1245246,0346926,0881645
_0057021,_1389084,0947475
_0977231,1009830,_0056990
0822500,1366043,_0828952
0859211,0474701,0732849
0190581,_0935173,0757328
_1620615,0521937,0189429
0775149,0571212,_0998759
1901667,_0664534,0699822
_1475221,_0900499,0945760
_1663813,1397486,_0995436
0762583,1850493,_0995677
0099261,_0261608,0690791
_1243196,_0869127,0099098
_1015396,1238110,_0946817
1217953,1604293,_0849689
0299014,0015482,0938394
_0895975,_1192430,0294578
_0726361,1520399,_0780818
0482001,1305753,_0664153
0864952,0691307,0463553
0567893,_0424200,0761064
_1552022,_0874932,0537857
_1347731,1373389,_0999824
0901732,1749104,_0975224
0202112,_0107338,0784402
_1019570,_1097171,0200739
_0813598,1504343,_0851883
0574119,1375336,_0726763
0765532,0615396,0543095
0467630,_0552626,0692921
_1624054,_0525248,0450772
_1268538,0580005,_0998582
1817018,0573558,_0954667
1637173,_1101136,0969840
_1364214,0019066,0997798
_0788293,_0223912,_0978738
0442250,_0365329,_0709150
_0033643,_0914680,0427974
_1315806,0628545,_0033637
1015163,0711332,_0967666
1876671,_0455915,0849567
_1440399,_1385609,0953584
_0814270,1780043,_0991510
0182914,0882213,_0727225
1643936,0423527,0181896
0674348,_1392038,0997326
_0979116,0546661,0624388
0370781,0354281,_0830005
1532353,_0890434,0362344
_1198033,_0280503,0999261
_1457366,_0074181,_0931325
0588958,_0171962,_0993574
0586141,_1287496,0555495
_0792705,0628074,0553151
0465271,0448199,_0712255
1541655,_0761099,0448665
_1344666,_0567508,0999575
_1792550,0576345,_0974541
1660208,0749395,_0975513
1731503,_0633919,0996005
_1721106,_0932841,0987114
_1597334,1540700,_0988725
0459873,1685556,_0999648
0387752,0283687,0443834
0155868,_1021032,0378108
_1131489,0688554,0155238
0862372,0773145,_0905047
1830591,_0228543,0759388
_1025891,_1778037,0966443
_0128473,1000312,_0855176
1637754,0841228,_0128120
1048885,_0418662,0997759
_1704246,_1155796,0866868
_1169241,1839764,_0991109
0038252,0928341,_0920454
1793714,0607869,0038243
0950783,_1012688,0975257
_1661250,0197680,0813871
_0186428,_0004958,_0995912
0981608,_0879046,_0185350
_0752652,_0059970,0831392
_0922158,_0519459,_0683577
_0287694,0260510,_0796907
1341802,_0620320,_0283742
_0745805,_0829104,0973895
_1883510,0895497,_0678563
1374734,1509539,_0951502
0552556,0085209,0980841
_0763574,_1330129,0524865
_0658220,1472092,_0691508
0508731,1321530,_0611710
0777505,0672889,0487069
0537882,_0419860,0701503
_1490668,_0865689,0512318
_1343550,1332254,_0996791
0991714,1761874,_0974290
0166205,_0183078,0836965
_1233524,_1010486,0165440
_0912238,1492318,_0943661
0672143,1443610,_0790875
0666108,0510504,0622664
0312805,_0743869,0617931
_1607795,0032673,0307729
_0163948,_0131892,_0999316
0705675,_0842714,_0163215
_0794453,0016343,0648548
_0574472,_0505464,_0713480
_0213543,0028928,_0543392
0605857,_0859173,_0211923
_0733308,0110563,0569466
_0296254,_0505321,_0669331
_0241322,_0144812,_0291939
_0028351,_0782505,_0238986
_0744512,0343124,_0028347
0722036,_0206808,_0677613
0198357,_1328642,0660914
_0823191,0867642,0197059
0746498,1021958,_0733319
1448729,0324668,0679072
0113308,_1513140,0992559
_0746070,0786513,0113066
0874519,0800053,_0678758
1606938,_0173596,0767235
_0970375,_1777016,0999347
_0169681,0973851,_0825098
1642189,0824396,_0168868
1090680,_0456831,0997453
_1743583,_1095604,0886941
_1283682,1793157,_0985110
0071213,1088496,_0959065
1605401,0832960,0071153
0901930,_0426244,0999401
_1741368,_1063107,0784525
_1263767,1753403,_0985488
0135970,1168556,_0953236
1451978,0866478,0135551
0822308,_0300164,0992949
_1554360,_1254987,0732718
_0899502,1842783,_0999865
0092044,0784215,_0783017
1765184,0268832,0091914
0499759,_1705792,0981166
_0330285,0218208,0479214
_0004835,_0649643,_0324313
_0669014,0010978,_0004835
0029224,_0578362,_0620213
_0342189,_0183619,0029220
_0428713,_0681502,_0335550
_0669157,0360221,_0415700
1120753,_0219371,_0620325
0077821,_1526994,0900428
_0624651,0791876,0077743
0904510,0741108,_0584814
1537152,_0326570,0786122
_1288560,_1542319,0999434
_0541798,1564810,_0960435
0578864,1134377,_0515677
1064913,0559331,0547073
0459183,_0848274,0874747
_1804008,0177018,0443216
0069792,0012862,_0972929
1001298,_1044861,0069735
_0781496,0218018,0842171
_0325887,_0376510,_0704342
_0049458,_0399609,_0320150
_0460209,_0532291,_0049438
_0880760,0020907,_0444136
0459478,_0456980,_0771223
_0097785,_0738489,0443480
_1439611,0285389,_0097630
0676124,0036025,_0991408
1030411,_1421640,0625774
_0522480,0330613,0857511
_0161249,_0361150,_0499031
_0225750,_0534382,_0160552
_0771158,_0122685,_0223837
_0059726,_0475364,_0696966
_0177964,_0364983,_0059690
_0669965,_0516393,_0177026
_0745758,0111113,_0620958
0835634,_0497789,_0678529
_0262737,_0870214,0741722
_1666220,0687361,_0259724
1195381,0982715,_0995451
1674558,0028091,0930355
_0636526,_1883586,0994622
_0076754,0536901,_0594406
1527081,_0213127,_0076679
_0398742,_1706313,0999045
_0355176,0792591,_0388259
1362880,0576596,_0347755
1250999,_0943321,0978463
_1696829,_0065963,0949299
_0854843,_0094644,_0992068
0715378,_0446176,_0754468
_0122112,_0916033,0655903
_1541477,0688578,_0121809
1095613,0944798,_0999570
1745521,0009722,0889209
_0628502,_1906082,0984774
_0045460,0477781,_0587933
1465131,_0368872,_0045444
_0698691,_1439230,0994423
_0867690,1376088,_0643216
0658083,1514176,_0762837
0484937,0443981,0611602
0240143,_0782337,0466153
_1447219,0168850,0237842
0176016,_0109032,_0992374
0747721,_1079267,0175109
_0828548,0401219,0679969
0145269,_0048302,_0736951
0627529,_1087404,0144758
_0788169,0481289,0587146
0327307,0099609,_0709063
0923329,_1181997,0321494
_0770567,0399169,0797614
0025441,_0085128,_0696542
0506966,_0995216,0025438
_0815755,0426084,0485528
0360021,_0004455,_0728243
0709554,_1231825,0352294
_0709083,0543998,0651496
0317156,0198437,_0651138
1075097,_1090670,0311866
_0922193,0238428,0879637
_0302330,_0272634,_0796928
0216761,_0593204,_0297746
_0674403,_0269381,0215068
_0773544,_0368838,_0624431
_0145155,_0142639,_0698675
0383212,_0846319,_0144645
_0804978,0220358,0373902
0122076,_0360343,_0720816
_0002509,_0719777,0121773
_1120912,0178951,_0002509
0392424,_0241113,_0900497
0373492,_1085531,0382429
_1029344,0635385,0364869
0659429,0593453,_0856961
1793729,_0543975,0612665
_1377867,_1165526,0975253
_1315263,1733120,_0981447
0153894,1234740,_0967529
1332404,0890187,0153288
0782961,_0203466,0971719
_1357313,_1367482,0705381
_0666965,1755767,_0977299
0226096,0851322,_0618604
1559710,0331162,0224175
0500000,_1542162,0999939
_0669144,0502703,0479426
0443005,0079186,_0620315
0785543,_1265534,0428657
_0706439,0509097,0707209
0233961,0115686,_0649129
0902093,_1112235,0231832
_0819942,0351904,0784626
_0027231,_0148037,_0731107
0405498,_0918293,_0027227
_0857309,0353103,0394477
0343047,_0125067,_0756084
0471374,_1175310,0336358
_0816687,0657874,0454111
0568888,0534099,_0728882
1637904,_0630968,0538696
_1398155,_0912148,0997749
_1713269,1390543,_0985135
0756448,1869251,_0989868
0072773,_0302828,0686342
_1313503,_0788531,0072708
_1042364,1092278,_0967082
1511856,1510450,_0863599
0447981,0031411,0998264
_0909496,_1284178,0433147
_0662384,1557114,_0789194
0417939,1218154,_0614998
1006386,0715246,0405878
0631045,_0442012,0844904
_1650074,_0875308,0589989
_1372555,1406385,_0996859
0819512,1740604,_0980415
0233162,_0043656,0730813
_0824776,_1145354,0231055
_0761349,1447257,_0734396
0595297,1405343,_0689898
0661044,0585502,0560754
0428324,_0564065,0613941
_1556714,_0473614,0415347
_1198509,0440140,_0999901
1703806,0222062,_0931498
1169646,_1752482,0991167
_0162333,_0250680,0920613
_1450848,_0714812,_0161621
_0868362,0974786,_0992815
1742488,1250854,_0763272
0892042,0089275,0985297
_0715051,_1524440,0778355
_0472082,1293995,_0655656
0882852,1302057,_0454742
0645458,0456877,0772553
0110897,_0851821,0601565
_1544538,0406640,0110670
0702893,0293350,_0999655
1565168,_1197658,0646428
_0948376,0122650,0999984
_0646687,_0377777,_0812470
0032479,_0199335,_0602546
0170666,_0906071,0032473
_0928969,0479212,0169838
0722377,0172576,_0801003
1139685,_1365830,0661170
_0665393,0309435,0908502
_0232616,_0311227,_0617368
_0027752,_0576768,_0230524
_0730869,_0150406,_0027748
_0304182,_0476554,_0667517
_0214173,_0204715,_0299513
_0144416,_0740035,_0212540
_0784098,0319264,_0143914
0791543,_0225969,_0706187
0180843,_1345094,0711438
_0837517,0874671,0179859
0757170,1044542,_0742983
1422573,0350905,0686868
0145233,_1456377,0989035
_0866708,0827807,0144723
0825296,0960671,_0762202
1550564,0180470,0734748
_0184063,_1751067,0999795
_0292820,0560880,_0183025
1132551,_0017179,_0288653
0216623,_1670574,0905497
_0336522,0467147,0214932
0652945,_0204982,_0330206
_0125918,_1290277,0607528
_0855372,1081736,_0125585
0775445,1399075,_0754815
0720906,0483895,0700034
0217133,_0836373,0660066
_1611732,0304703,0215431
0465030,0128060,_0999162
1262190,_1249659,0448450
_0719714,0263066,0952758
_0351742,_0351607,_0659169
_0057017,_0430022,_0344534
_0476621,_0464889,_0056986
_0807294,_0122078,_0458780
0161354,_0455333,_0722418
_0131399,_0552519,0160655
_1105415,_0140894,_0131021
_0193893,_0283690,_0893650
0296994,_0645952,_0192681
_0801227,_0192982,0292647
_0694392,_0394473,_0718211
_0086608,_0138507,_0639919
0334173,_0887627,_0086500
_0828502,0337639,0327988
0378850,_0169011,_0736920
0357557,_1160614,0369852
_0881184,0718500,0349987
0674092,0716226,_0771492
1738746,_0255453,0624188
_0999200,_1717934,0985930
_0247082,1117029,_0841039
1433048,1070038,_0244576
0877348,0054484,0990528
_0799130,_1531113,0769047
_0439956,1333393,_0716750
0858137,1277237,_0425899
0674146,0469970,0756626
0143723,_0840057,0624231
_1575088,0360087,0143228
0610321,0213106,_0999991
1425185,_1255271,0573130
_0792674,0196392,0989417
_0506632,_0395528,_0712233
_0079138,_0249202,_0485235
_0044716,_0770767,_0079055
_0908859,0326651,_0044701
0709464,_0144178,_0788803
0435008,_1384232,0651427
_0680967,0696437,0421417
0596462,0549562,_0629544
1551781,_0611253,0561719
_1420990,_0931463,0999819
_1688869,1436390,_0988800
0663472,1829963,_0993038
0135129,_0155545,0615856
_0956231,_1017135,0134718
_0883422,1366146,_0817024
0840116,1527358,_0772915
0446970,0322624,0744720
_0069612,_0994572,0432235
_1223842,0793876,_0069556
1038697,1064916,_0940413
1534310,0225491,0861744
_0197007,_1693608,0999334
_0388902,0689803,_0195735
1192676,0355334,_0379173
1044919,_1349698,0929360
_0955111,0362301,0864884
